,Average ICSEA value,Boys,Completed senior secondary school,Full-time equivalent enrolments,Full-time equivalent non-teaching staff,Full-time equivalent teaching staff,Girls,Indigenous students,Location,Name,Non-teaching staff,SMCLID,School ICSEA value,School sector,School type,School-based apprenticeships and traineeships,Senior secondary certificate awarded,Teaching staff,Total enrolments,VET enrolments,Year,Year 3 | Grammar,Year 3 | Numeracy,Year 3 | Reading,Year 3 | Spelling,Year 3 | Writing,Year 5 | Grammar,Year 5 | Numeracy,Year 5 | Reading,Year 5 | Spelling,Year 5 | Writing,Year 7 | Grammar,Year 7 | Numeracy,Year 7 | Reading,Year 7 | Spelling,Year 7 | Writing,Year 9 | Grammar,Year 9 | Numeracy,Year 9 | Reading,Year 9 | Spelling,Year 9 | Writing,Year range
4408,1000,-,80,452,16.1,35.4,452,-,Metropolitan,"Mary MacKillop College, Kensington, SA",19,90974,1010,Non-government,Secondary,,80,42,452,,2013,,,,,,,,,,,,,,,,587,561,574,586,596,"U, 8-12"
4409,1000,-,117,461,16.1,36.9,461,0%,Metropolitan,"Mary MacKillop College, Kensington, SA",19,90974,988,Non-government,Secondary,,114,44,461,47,2012,,,,,,,,,,,,,,,,574,567,567,572,587,"U, 8-12"
4410,1000,-,92,502,14.6,39.8,502,1%,Metropolitan,"Mary MacKillop College, Kensington, SA",18,90974,1005,Non-government,Secondary,,89,48,502,196,2011,,,,,,,,,,,,,,,,590,583,595,607,630,"U, 8-12"
4411,1000,-,73,537,15.7,40.8,537,1%,Metropolitan,"Mary MacKillop College, Kensington, SA",18,90974,1004,Non-government,Secondary,,72,50,537,,2010,,,,,,,,,,,,,,,,599,574,580,601,612,"U, 8-12"
4412,1000,-,101,506.2,15.5,40,507,1%,Metropolitan,"Mary MacKillop College, Kensington, SA",18,90974,1061,Non-government,Secondary,,95,50,507,,2009,,,,,,,,,,,,,,,,578,568,579,592,622,"U, 8-12"
4413,1000,-,,489.2,13.6,41.6,490,1%,Metropolitan,"Mary MacKillop College, Kensington, SA",16,90974,1061,Non-government,Secondary,,,51,490,,2008,,,,,,,,,,,,,,,,599,586,591,600,612,-
4414,1000,471,106,970,19,67,499,0%,Provincial,"St Mark's College, Port Pirie, SA",40,90975,1013,Non-government,Secondary,32,93,74,970,633,2014,418,400,411,415,392,495,479,502,493,474,545,533,554,546,503,557,572,574,578,546,R-12
4415,1000,462,82,957.6,18.8,66.8,499,0%,Provincial,"St Mark's College, Port Pirie, SA",38,90975,1009,Non-government,Combined,33,74,76,961,4,2013,440,376,436,442,423,471,453,489,482,478,548,530,543,556,546,565,580,578,572,560,"U, R-12"
4416,1000,451,63,922.4,19.5,65.3,477,-,Provincial,"St Mark's College, Port Pirie, SA",41,90975,1010,Non-government,Combined,31,58,73,928,9,2012,402,372,407,408,405,501,479,505,504,486,539,523,533,541,521,575,584,569,577,556,"U, R-12"
4417,1000,460,76,942,19.3,66,483,-,Provincial,"St Mark's College, Port Pirie, SA",38,90975,1014,Non-government,Combined,12,75,76,943,33,2011,403,368,403,410,402,498,484,485,499,487,520,529,529,525,546,579,583,586,588,573,"U, R-12"
4418,1000,467,95,953,22.1,63.4,486,-,Provincial,"St Mark's College, Port Pirie, SA",42,90975,1018,Non-government,Combined,,93,73,953,,2010,422,390,412,430,442,489,466,482,485,504,525,527,534,534,553,585,581,570,584,586,"U, R-12"
4419,1000,480,89,970,18,65,493,-,Provincial,"St Mark's College, Port Pirie, SA",37,90975,982,Non-government,Combined,,87,71,973,,2009,422,385,401,418,423,491,473,486,477,486,555,528,550,549,548,582,593,592,576,567,"U, R-12"
4420,1000,510,,985.5,19.2,66.2,483,-,Provincial,"St Mark's College, Port Pirie, SA",35,90975,982,Non-government,Combined,,,73,993,,2008,394,369,386,410,421,495,459,469,497,478,543,530,537,564,548,564,585,589,581,577,-
4421,1000,560,143,1132.3,40.3,80.4,576,1%,Metropolitan,"Cabra Dominican College, Cumberland Park, SA",56,90976,1055,Non-government,Combined,,137,89,1136,447,2014,,,,,,,,,,,544,540,554,551,516,589,598,592,594,571,6-12
4422,1000,557,146,1125,36.2,83.5,569,1%,Metropolitan,"Cabra Dominican College, Cumberland Park, SA",51,90976,1065,Non-government,Combined,,128,90,1126,35,2013,,,,,,,,,,,536,529,541,545,521,598,601,598,596,588,"U, R-12"
4423,1000,555,142,1100.6,31.7,80.1,549,0%,Metropolitan,"Cabra Dominican College, Cumberland Park, SA",52,90976,1055,Non-government,Combined,1,132,90,1104,21,2012,,,,,,,,,,,552,524,556,545,538,588,596,587,581,582,"U, R-12"
4424,1000,555,138,1087.9,29.4,79.5,536,-,Metropolitan,"Cabra Dominican College, Cumberland Park, SA",48,90976,1065,Non-government,Combined,,134,88,1091,51,2011,,,,,,,,,,,558,552,557,541,563,598,597,594,598,601,"U, R-12"
4425,1000,536,134,1035.3,24.5,76.1,507,-,Metropolitan,"Cabra Dominican College, Cumberland Park, SA",42,90976,1068,Non-government,Combined,,123,87,1043,,2010,,,,,,,,,,,534,547,553,550,553,601,594,588,592,588,"U, R-12"
4426,1000,532,146,1049.3,24.2,84.1,527,-,Metropolitan,"Cabra Dominican College, Cumberland Park, SA",38,90976,1081,Non-government,Combined,,134,94,1059,,2009,,,,,,,,,,,577,545,564,549,554,601,613,601,607,634,"U, R-12"
4427,1000,527,,1036.1,21.4,73.3,514,-,Metropolitan,"Cabra Dominican College, Cumberland Park, SA",34,90976,1081,Non-government,Combined,,,89,1041,,2008,,,,,,,,,,,562,561,565,565,551,591,597,600,600,602,-
4428,1000,-,91,829,23.1,63.3,829,1%,Metropolitan,"St Mary's College, Adelaide, SA",29,90977,1074,Non-government,Combined,2,89,74,829,172,2014,424,397,431,396,389,501,458,503,503,512,580,566,562,572,545,608,576,604,603,607,R-12
4429,1000,-,102,814.2,21.7,62.5,815,1%,Metropolitan,"St Mary's College, Adelaide, SA",26,90977,1072,Non-government,Combined,15,101,74,815,-,2013,431,370,402,425,424,507,461,522,536,531,555,537,555,559,558,595,566,605,597,624,"U, R-12"
4430,1000,-,111,794.4,22.2,62.1,795,1%,Metropolitan,"St Mary's College, Adelaide, SA",26,90977,1027,Non-government,Combined,8,111,76,795,182,2012,441,369,424,431,429,527,515,527,526,501,564,538,561,546,552,609,583,605,607,605,"U, R-12"
4431,1000,-,93,803.4,21.5,60.7,806,-,Metropolitan,"St Mary's College, Adelaide, SA",26,90977,1017,Non-government,Combined,,91,74,806,67,2011,469,414,476,447,445,535,461,488,513,519,558,554,558,558,571,598,587,597,602,622,"U, R-12"
4432,1000,-,96,780.2,20.5,62.2,782,-,Metropolitan,"St Mary's College, Adelaide, SA",23,90977,1017,Non-government,Combined,,93,77,782,,2010,459,419,446,458,456,494,470,483,502,493,574,560,574,585,587,626,591,607,602,610,"U, R-12"
4433,1000,-,105,778,19.9,59.3,778,1%,Metropolitan,"St Mary's College, Adelaide, SA",23,90977,1031,Non-government,Combined,,106,72,778,,2009,427,358,402,412,433,516,474,498,511,512,575,545,571,570,588,604,592,607,608,635,"U, R-12"
4434,1000,-,,784,18.5,58.6,784,1%,Metropolitan,"St Mary's College, Adelaide, SA",23,90977,1031,Non-government,Combined,,,73,784,,2008,415,398,415,420,448,556,517,538,530,554,585,561,581,595,607,606,586,600,614,630,-
4435,1000,65,,117,6.8,7.8,52,13%,Metropolitan,"Hackham West R-7 School, Hackham West, SA",10,91571,871,Government,Primary,,,8,117,,2014,235,279,277,276,261,425,-,430,419,316,436,455,439,430,434,,,,,,R-7
4436,1000,66,,118,4.3,10,52,15%,Metropolitan,"Hackham West R-7 School, Hackham West, SA",7,91571,890,Government,Primary,,,11,118,,2013,353,326,381,352,331,416,410,439,429,373,481,510,490,524,448,,,,,,R-7
4437,1000,74,,131,3.7,10,57,15%,Metropolitan,"Hackham West R-7 School, Hackham West, SA",7,91571,901,Government,Primary,,,10,131,,2012,325,359,385,351,366,328,393,380,358,379,477,485,495,483,455,,,,,,R-7
4438,1000,75,,144,4.7,10.6,69,13%,Metropolitan,"Hackham West R-7 School, Hackham West, SA",8,91571,905,Government,Primary,,,11,144,,2011,327,342,314,333,309,422,444,430,428,408,434,454,459,438,355,,,,,,R-7
4439,1000,713,254,1434.4,26.5,96.8,722,2%,Metropolitan,"Brighton Secondary School, North Brighton, SA",29,90757,1073,Government,Secondary,19,230,102,1435,934,2014,,,,,,,,,,,,,,,,585,590,598,596,570,8-12
4440,1000,715,244,1412.2,25.9,93,699,2%,Metropolitan,"Brighton Secondary School, North Brighton, SA",28,90757,1074,Government,Secondary,7,217,100,1414,14,2013,,,,,,,,,,,,,,,,586,594,596,590,579,8-12
4441,1000,710,226,1409.8,22.1,89.8,702,1%,Metropolitan,"Brighton Secondary School, North Brighton, SA",24,90757,1071,Government,Secondary,,195,94,1412,77,2012,,,,,,,,,,,,,,,,577,582,582,575,563,8-12
4442,1000,678,211,1383.9,25.4,90,715,1%,Metropolitan,"Brighton Secondary School, North Brighton, SA",28,90757,1078,Government,Secondary,,193,94,1393,116,2011,,,,,,,,,,,,,,,,592,599,598,591,581,8-12
4443,1000,673,225,1372,22.7,89.1,704,1%,Metropolitan,"Brighton Secondary School, North Brighton, SA",25,90757,1086,Government,Secondary,,206,94,1377,,2010,,,,,,,,,,,,,,,,607,600,595,599,608,8-12
4444,1000,659,205,1351.6,20.9,87.2,701,-,Metropolitan,"Brighton Secondary School, North Brighton, SA",23,90757,1070,Government,Secondary,,185,91,1360,,2009,,,,,,,,,,,,,,,,593,608,602,591,594,8-12
4445,1000,622,,1306.7,19.5,88.2,694,-,Metropolitan,"Brighton Secondary School, North Brighton, SA",22,90757,1070,Government,Secondary,,,94,1316,,2008,,,,,,,,,,,,,,,,591,598,603,600,596,-
4446,1000,32,,48,3.3,4.6,16,15%,Provincial,"Nangwarry Primary School, Nangwarry, SA",6,90648,871,Government,Primary,,,5,48,,2014,318,285,320,326,273,403,388,390,452,338,-,-,-,-,-,,,,,,R-7
4447,1000,30,,46,1.8,4.8,16,20%,Provincial,"Nangwarry Primary School, Nangwarry, SA",4,90648,871,Government,Primary,,,5,46,,2013,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,R-7
4448,1000,26,,45,1.7,4.8,19,18%,Provincial,"Nangwarry Primary School, Nangwarry, SA",4,90648,873,Government,Primary,,,5,45,,2012,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,R-7
4449,1000,28,,53,1.7,4,25,21%,Provincial,"Nangwarry Primary School, Nangwarry, SA",4,90648,859,Government,Primary,,,4,53,,2011,359,342,369,379,349,462,433,455,484,419,517,483,510,512,504,,,,,,R-7
4450,1000,20,,40,1.7,4.8,20,20%,Provincial,"Nangwarry Primary School, Nangwarry, SA",4,90648,861,Government,Primary,,,6,40,,2010,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,R-7
4451,1000,18,,37,1.5,3.6,19,8%,Provincial,"Nangwarry Primary School, Nangwarry, SA",4,90648,890,Government,Primary,,,4,37,,2009,-,353,-,-,-,-,-,-,-,-,503,513,502,512,497,,,,,,R-7
4452,1000,19,,43,1.9,4.9,24,12%,Provincial,"Nangwarry Primary School, Nangwarry, SA",4,90648,890,Government,Primary,,,6,43,,2008,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,-
4453,1000,170,,339,6.6,23.5,169,2%,Metropolitan,"Immanuel Lutheran School, Gawler East, SA",11,91087,1050,Non-government,Primary,,,25,339,,2014,417,398,417,401,368,509,491,491,489,463,552,541,555,538,518,,,,,,R-7
4454,1000,183,,362,6.6,23.9,179,1%,Metropolitan,"Immanuel Lutheran School, Gawler East, SA",11,91087,1051,Non-government,Primary,,,26,362,,2013,439,394,421,409,412,497,475,501,491,472,527,520,536,540,529,,,,,,"U, R-7"
4455,1000,171,,335.5,6.8,23.9,165,1%,Metropolitan,"Immanuel Lutheran School, Gawler East, SA",12,91087,1052,Non-government,Primary,,,27,336,,2012,433,412,443,432,425,480,474,499,484,456,575,552,578,567,571,,,,,,"U, R-7"
4456,1000,160,,324.3,6.1,21.9,165,-,Metropolitan,"Immanuel Lutheran School, Gawler East, SA",11,91087,1062,Non-government,Primary,,,24,325,,2011,427,380,438,414,404,491,480,499,482,471,541,561,558,549,561,,,,,,"U, R-7"
4457,1000,156,,310.9,4.3,20.8,156,1%,Metropolitan,"Immanuel Lutheran School, Gawler East, SA",9,91087,992,Non-government,Primary,,,22,312,,2010,403,376,408,395,413,504,469,498,480,484,530,542,539,543,541,,,,,,"U, R-7"
4458,1000,145,,290,2.8,16.2,145,1%,Metropolitan,"Immanuel Lutheran School, Gawler East, SA",7,91087,1002,Non-government,Primary,,,18,290,,2009,432,373,417,416,428,504,499,517,484,475,549,565,550,565,534,,,,,,"U, R-7"
4459,1000,118,,250,2.9,14.2,132,1%,Metropolitan,"Immanuel Lutheran School, Gawler East, SA",5,91087,1002,Non-government,Primary,,,16,250,,2008,409,397,423,432,430,491,467,481,477,473,573,600,580,568,571,,,,,,-
4460,1000,47,5,68,11.8,11.8,21,7%,Metropolitan,"The Grove Education Centre, Woodville, SA",20,90766,-,Government,Special,,5,13,68,,2014,,-,,,,,,-,,,,,-,,,,,,,,"U, 4"
4461,1000,48,6,68,10.6,11.2,20,6%,Metropolitan,"The Grove Education Centre, Woodville, SA",16,90766,-,Government,Special,,-,13,68,,2013,,,,,,,,,,,,,,,,,,,,,U
4462,1000,42,,62.6,9.3,11.8,21,10%,Metropolitan,"The Grove Education Centre, Woodville, SA",15,90766,-,Government,Special,,,13,63,,2012,,,,,,,,,,,,,,,,,,,,,U
4463,1000,50,,70,9.5,12,20,9%,Metropolitan,"The Grove Education Centre, Woodville, SA",15,90766,-,Government,Special,,,13,70,,2011,,,,,,,,,,,,,,,,,,,,,U
4464,1000,47,,64,8.1,12,17,5%,Metropolitan,"The Grove Education Centre, Woodville, SA",13,90766,-,Government,Special,,,13,64,,2010,,,,,,,,,,,,,,,,,,,,,U
4465,1000,51,,63.4,8.2,11.8,13,5%,Metropolitan,"The Grove Education Centre, Woodville, SA",12,90766,960,Government,Special,,,12,64,,2009,,,,,,,,,,,,,,,,,,,,,U
4466,1000,54,,66.2,8.5,12.6,13,4%,Metropolitan,"The Grove Education Centre, Woodville, SA",14,90766,960,Government,Special,,,13,67,,2008,,,,,,,,,,,,,,,,,,,,,-
4467,1000,267,,510,7.2,26.6,243,-,Metropolitan,"Stirling East Primary School, Stirling, SA",9,90589,1151,Government,Primary,,,29,510,,2014,452,429,476,425,403,548,501,540,525,493,631,606,613,587,575,,,,,,R-7
4468,1000,266,,512.4,6.1,25.2,247,-,Metropolitan,"Stirling East Primary School, Stirling, SA",8,90589,1154,Government,Primary,,,27,513,,2013,472,427,477,444,426,537,514,540,518,487,593,612,600,585,585,,,,,,R-7
4469,1000,255,,495.4,5.6,25.6,241,0%,Metropolitan,"Stirling East Primary School, Stirling, SA",8,90589,1143,Government,Primary,,,27,496,,2012,464,416,476,442,428,556,533,553,511,501,605,575,595,572,570,,,,,,R-7
4470,1000,234,,463,5.1,22.9,229,-,Metropolitan,"Stirling East Primary School, Stirling, SA",8,90589,1145,Government,Primary,,,24,463,,2011,473,431,464,446,431,585,543,559,525,521,585,580,583,560,565,,,,,,R-7
4471,1000,247,,492,4.8,20.5,245,-,Metropolitan,"Stirling East Primary School, Stirling, SA",6,90589,1152,Government,Primary,,,21,492,,2010,453,442,457,426,450,551,536,553,519,521,587,591,596,572,583,,,,,,R-7
4472,1000,241,,484,6,22.5,243,-,Metropolitan,"Stirling East Primary School, Stirling, SA",8,90589,1195,Government,Primary,,,23,484,,2009,490,442,494,469,471,557,508,543,511,510,583,587,599,573,581,,,,,,R-7
4473,1000,241,,478,4.7,24,237,-,Metropolitan,"Stirling East Primary School, Stirling, SA",7,90589,1195,Government,Primary,,,25,478,,2008,453,431,458,426,448,543,526,540,499,529,589,583,597,579,596,,,,,,-
4474,1000,10,,23,2.2,3,13,-,Remote,"Stansbury Primary School, Stansbury, SA",4,90588,989,Government,Primary,,,4,23,,2014,319,342,376,349,338,-,-,-,-,-,-,-,-,-,-,,,,,,R-7
4475,1000,15,,28,1.9,2.4,13,-,Remote,"Stansbury Primary School, Stansbury, SA",4,90588,1010,Government,Primary,,,3,28,,2013,-,-,-,-,-,-,-,-,-,-,576,548,567,549,513,,,,,,R-7
4476,1000,15,,29,2.1,3.2,14,0%,Remote,"Stansbury Primary School, Stansbury, SA",4,90588,975,Government,Primary,,,4,29,,2012,-,-,-,-,-,515,521,550,498,507,531,543,530,543,520,,,,,,R-7
4477,1000,20,,41,2.3,3.5,21,7%,Remote,"Stansbury Primary School, Stansbury, SA",4,90588,954,Government,Primary,,,4,41,,2011,-,-,-,-,-,507,483,505,489,442,531,527,522,526,555,,,,,,R-7
4478,1000,22,,51,1.5,4,29,8%,Remote,"Stansbury Primary School, Stansbury, SA",3,90588,974,Government,Primary,,,5,51,,2010,432,433,453,434,420,495,460,427,508,473,531,533,546,558,555,,,,,,R-7
4479,1000,25,,52,2.6,4.7,27,8%,Remote,"Stansbury Primary School, Stansbury, SA",5,90588,991,Government,Primary,,,7,52,,2009,412,364,382,394,404,517,467,483,467,468,491,549,524,537,553,,,,,,R-7
4480,1000,28,,51,3.1,4.3,23,-,Remote,"Stansbury Primary School, Stansbury, SA",5,90588,991,Government,Primary,,,5,51,,2008,-,-,-,-,-,470,464,440,479,482,-,-,-,-,-,,,,,,-
4481,1000,183,,372,10.8,26.5,189,9%,Metropolitan,"Salisbury Primary School, Salisbury, SA",17,90581,940,Government,Primary,,,28,372,,2014,388,335,374,372,373,440,406,439,435,423,499,485,506,509,472,,,,,,"U, R-7"
4482,1000,217,,416,12.6,29.4,199,7%,Metropolitan,"Salisbury Primary School, Salisbury, SA",18,90581,943,Government,Primary,,,31,416,,2013,361,316,368,357,295,474,434,475,483,420,499,496,499,529,491,,,,,,"U, R-7"
4483,1000,226,,441,11.2,28.2,215,8%,Metropolitan,"Salisbury Primary School, Salisbury, SA",17,90581,939,Government,Primary,,,29,441,,2012,321,304,339,352,333,407,411,425,441,417,520,503,503,512,487,,,,,,"U, R-7"
4484,1000,216,,427,11.4,28.1,211,8%,Metropolitan,"Salisbury Primary School, Salisbury, SA",17,90581,940,Government,Primary,,,29,427,,2011,,,,,,,,,,,,,,,,,,,,,"U, R-7"
4485,1000,155,,297,5.7,19.7,142,5%,Metropolitan,"Salisbury Primary School, Salisbury, SA",9,90581,944,Government,Primary,,,21,297,,2010,338,324,351,362,378,480,455,451,462,459,495,495,512,507,497,,,,,,"U, 3-7"
4486,1000,166,,324,6.6,17.1,158,6%,Metropolitan,"Salisbury Primary School, Salisbury, SA",10,90581,910,Government,Primary,,,18,324,,2009,377,335,379,395,397,450,428,447,453,455,502,496,505,513,499,,,,,,"U, 3-7"
4487,1000,165,,315,5.9,22.2,150,6%,Metropolitan,"Salisbury Primary School, Salisbury, SA",9,90581,910,Government,Primary,,,23,315,,2008,374,362,379,392,409,475,425,451,459,469,524,508,519,525,514,,,,,,-
4488,1000,163,,322,5,17.6,159,2%,Metropolitan,"St Leonards Primary School, Glenelg North, SA",6,90580,1048,Government,Primary,,,19,322,,2014,407,394,398,408,385,486,480,489,499,445,552,555,553,565,524,,,,,,R-7
4489,1000,156,,312,4.7,16.4,156,1%,Metropolitan,"St Leonards Primary School, Glenelg North, SA",5,90580,1063,Government,Primary,,,19,312,,2013,419,381,422,424,377,511,486,536,476,475,527,542,552,565,541,,,,,,R-7
4490,1000,140,,274,4.4,15.8,134,1%,Metropolitan,"St Leonards Primary School, Glenelg North, SA",7,90580,1069,Government,Primary,,,17,274,,2012,400,346,386,395,373,489,482,494,510,468,556,562,547,546,525,,,,,,R-7
4491,1000,123,,239,4.3,12.6,116,1%,Metropolitan,"St Leonards Primary School, Glenelg North, SA",6,90580,1081,Government,Primary,,,14,239,,2011,353,384,426,362,382,525,495,507,494,500,531,533,552,544,536,,,,,,R-7
4492,1000,114,,224,3.2,14.8,110,-,Metropolitan,"St Leonards Primary School, Glenelg North, SA",6,90580,1086,Government,Primary,,,16,224,,2010,374,361,377,399,405,531,487,506,486,480,553,553,549,546,552,,,,,,R-7
4493,1000,116,,209,2.7,12.4,93,-,Metropolitan,"St Leonards Primary School, Glenelg North, SA",5,90580,1056,Government,Primary,,,14,209,,2009,428,395,397,414,419,494,486,500,491,491,575,599,569,559,569,,,,,,R-7
4494,1000,119,,221,3.7,12.2,102,-,Metropolitan,"St Leonards Primary School, Glenelg North, SA",6,90580,1056,Government,Primary,,,15,221,,2008,397,411,418,405,421,455,461,470,488,488,552,550,544,570,529,,,,,,-
4495,1000,29,,58,1.9,4,29,-,Metropolitan,"Scott Creek Primary School, Scott Creek, SA",4,90583,1186,Government,Primary,,,5,58,,2014,457,426,504,416,395,554,552,587,501,470,577,564,588,532,544,,,,,,R-7
4496,1000,25,,57,1.8,3.9,32,-,Metropolitan,"Scott Creek Primary School, Scott Creek, SA",4,90583,1166,Government,Primary,,,6,57,,2013,-,-,-,-,-,-,-,-,-,-,603,586,629,600,608,,,,,,R-7
4497,1000,26,,48,1.7,4.3,22,0%,Metropolitan,"Scott Creek Primary School, Scott Creek, SA",4,90583,1143,Government,Primary,,,6,48,,2012,520,501,537,416,441,510,497,532,448,461,637,580,618,566,533,,,,,,R-7
4498,1000,32,,57,1.7,3.9,25,-,Metropolitan,"Scott Creek Primary School, Scott Creek, SA",3,90583,1132,Government,Primary,,,5,57,,2011,-,-,-,-,-,593,594,581,548,581,526,543,538,547,543,,,,,,R-7
4499,1000,36,,63,1.5,3.8,27,-,Metropolitan,"Scott Creek Primary School, Scott Creek, SA",3,90583,1157,Government,Primary,,,5,63,,2010,452,440,421,384,446,532,531,583,503,496,561,586,593,561,524,,,,,,R-7
4500,1000,37,,69,1.7,4.9,32,-,Metropolitan,"Scott Creek Primary School, Scott Creek, SA",3,90583,1130,Government,Primary,,,6,69,,2009,437,416,439,421,438,502,499,515,462,492,-,-,-,-,-,,,,,,R-7
4501,1000,34,,69,1.6,4.8,35,-,Metropolitan,"Scott Creek Primary School, Scott Creek, SA",3,90583,1130,Government,Primary,,,5,69,,2008,498,451,505,452,469,521,514,530,491,500,-,-,-,-,-,,,,,,-
4502,1000,50,,74,2.6,4.2,24,3%,Provincial,"Sandy Creek Primary School, Cockatoo Valley, SA",5,90582,1043,Government,Primary,,,5,74,,2014,401,-,-,428,401,507,472,513,474,481,526,499,574,564,519,,,,,,R-7
4503,1000,51,,74,2.2,4,23,3%,Provincial,"Sandy Creek Primary School, Cockatoo Valley, SA",3,90582,1011,Government,Primary,,,5,74,,2013,404,374,377,435,384,453,442,478,472,476,498,547,538,525,515,,,,,,R-7
4504,1000,45,,63,2.3,5,18,2%,Provincial,"Sandy Creek Primary School, Cockatoo Valley, SA",3,90582,1006,Government,Primary,,,6,63,,2012,439,398,456,395,418,470,452,499,486,443,535,537,538,535,510,,,,,,R-7
4505,1000,38,,57,2.1,4,19,2%,Provincial,"Sandy Creek Primary School, Cockatoo Valley, SA",3,90582,1008,Government,Primary,,,5,57,,2011,375,406,370,335,408,496,491,487,463,489,565,533,556,499,502,,,,,,R-7
4506,1000,28,,49,1.8,4.8,21,2%,Provincial,"Sandy Creek Primary School, Cockatoo Valley, SA",2,90582,1049,Government,Primary,,,5,49,,2010,424,438,409,404,440,470,540,460,433,477,576,567,563,556,545,,,,,,R-7
4507,1000,32,,61,2.5,3.8,29,2%,Provincial,"Sandy Creek Primary School, Cockatoo Valley, SA",3,90582,1037,Government,Primary,,,4,61,,2009,355,325,377,349,359,466,457,464,438,451,498,501,504,485,511,,,,,,R-7
4508,1000,32,,63,2.4,4.1,31,2%,Provincial,"Sandy Creek Primary School, Cockatoo Valley, SA",3,90582,1037,Government,Primary,,,5,63,,2008,-,-,-,-,-,486,462,493,482,482,529,538,548,529,522,,,,,,-
4509,1000,120,,223,13.4,18.2,103,23%,Provincial,"Solomontown Primary School, Port Pirie, SA",18,90585,868,Government,Primary,,,19,223,,2014,294,320,329,346,292,425,399,415,409,381,468,476,490,471,438,,,,,,"U, R-7"
4510,1000,134,,251,12,20,117,24%,Provincial,"Solomontown Primary School, Port Pirie, SA",17,90585,859,Government,Primary,,,21,251,,2013,291,310,363,318,358,400,406,436,421,380,471,475,493,474,461,,,,,,"U, R-7"
4511,1000,151,,269.4,11.1,20.9,120,18%,Provincial,"Solomontown Primary School, Port Pirie, SA",15,90585,886,Government,Primary,,,22,271,,2012,320,311,309,321,342,407,400,414,399,374,478,476,469,488,438,,,,,,"U, R-7"
4512,1000,144,,258.4,11.1,20.4,115,15%,Provincial,"Solomontown Primary School, Port Pirie, SA",18,90585,895,Government,Primary,,,22,259,,2011,343,329,346,311,359,430,422,403,420,395,483,480,491,483,455,,,,,,"U, R-7"
4513,1000,146,,264.4,9.5,21.8,119,9%,Provincial,"Solomontown Primary School, Port Pirie, SA",15,90585,896,Government,Primary,,,23,265,,2010,330,351,347,343,379,419,421,424,428,409,488,488,502,485,482,,,,,,"U, R-7"
4514,1000,157,,294.4,10.2,23.7,138,13%,Provincial,"Solomontown Primary School, Port Pirie, SA",16,90585,909,Government,Primary,,,26,295,,2009,346,340,351,341,372,434,408,442,420,431,485,486,496,478,486,,,,,,"U, R-7"
4515,1000,175,,323.4,10.8,24.5,149,11%,Provincial,"Solomontown Primary School, Port Pirie, SA",18,90585,909,Government,Primary,,,26,324,,2008,335,348,323,326,357,435,415,428,423,419,470,495,493,497,482,,,,,,-
4516,1000,71,,130,4.1,9.8,59,12%,Metropolitan,"Seaton Park Primary School, Seaton, SA",6,90584,942,Government,Primary,,,11,130,,2014,383,348,347,403,326,451,438,456,481,431,512,505,519,526,513,,,,,,R-7
4517,1000,92,,172,4.6,12.2,80,13%,Metropolitan,"Seaton Park Primary School, Seaton, SA",5,90584,941,Government,Primary,,,15,172,,2013,372,326,367,371,316,423,416,448,448,413,517,503,521,547,517,,,,,,R-7
4518,1000,100,,176,4.8,12.8,76,10%,Metropolitan,"Seaton Park Primary School, Seaton, SA",6,90584,966,Government,Primary,,,15,176,,2012,382,330,367,408,388,441,440,442,442,438,505,500,507,509,475,,,,,,R-7
4519,1000,84,,151,4.3,12.1,67,9%,Metropolitan,"Seaton Park Primary School, Seaton, SA",6,90584,959,Government,Primary,,,15,151,,2011,346,335,337,374,353,464,444,454,461,421,528,528,530,527,511,,,,,,R-7
4520,1000,99,,177,5.2,10.8,78,6%,Metropolitan,"Seaton Park Primary School, Seaton, SA",7,90584,953,Government,Primary,,,14,177,,2010,324,318,333,341,367,418,411,425,449,411,496,504,498,507,510,,,,,,R-7
4521,1000,105,,194.8,5,13,90,5%,Metropolitan,"Seaton Park Primary School, Seaton, SA",6,90584,946,Government,Primary,,,15,195,,2009,338,334,352,350,360,477,448,475,474,451,471,477,478,496,479,,,,,,R-7
4522,1000,108,,186,5.4,12,78,6%,Metropolitan,"Seaton Park Primary School, Seaton, SA",7,90584,946,Government,Primary,,,14,186,,2008,346,352,343,343,394,422,411,412,447,461,526,512,511,542,527,,,,,,-
4523,1000,14,,35,1.5,3.1,21,3%,Provincial,"Springton Primary School, Springton, SA",4,90587,1009,Government,Primary,,,4,35,,2014,,,,,,,,,,,646,605,614,546,515,,,,,,R-7
4524,1000,13,,33,1.4,3.3,20,-,Provincial,"Springton Primary School, Springton, SA",4,90587,976,Government,Primary,,,5,33,,2013,377,368,419,370,379,465,444,488,457,450,-,-,-,-,-,,,,,,R-7
4525,1000,17,,36,1.4,2.8,19,0%,Provincial,"Springton Primary School, Springton, SA",4,90587,1055,Government,Primary,,,4,36,,2012,-,-,-,-,-,563,493,526,497,464,533,519,500,508,517,,,,,,R-7
